population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,53,Serbia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,5.064432946850935,6.005262562506297,4.227287177035876
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,23.21086977267885,24.642443735609604,21.813482606530254
1,All Population,1,Deaths,87,Luxembourg,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,8.18500408063507,9.261255550843659,7.193718466293543
1,All Population,1,Deaths,88,Malta,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,1.7062892230530176,2.163027813460667,1.4188863674728633
1,All Population,1,Deaths,56,Eastern Europe,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,36.36901099755706,38.66381767897367,34.28830871994256
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,0.35956187758263014,0.5015450166299755,0.2519502934452995
1,All Population,1,Deaths,77,Cyprus,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,7.352439253298632,10.34232652785944,5.380207953921103
1,All Population,1,Deaths,45,Bulgaria,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,23.312338785374642,24.797013748783186,21.721577701794278
1,All Population,1,Deaths,89,Netherlands,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,2.9817450936287906,3.211652390415548,2.79032540975053
1,All Population,1,Deaths,42,Central Europe,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2004,20.85750050389206,21.699303917155195,19.992455149730027
1,All Population,1,Deaths,56,Eastern Europe,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,75.42187560267708,79.03331377832484,71.82623650057243
1,All Population,1,Deaths,54,Slovakia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,3.3687260887668597,3.9682671731060393,2.918346674296637
1,All Population,1,Deaths,76,Belgium,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,5.3046406869270895,5.60484259859169,5.040972150655244
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,2.2349405820609967,3.3562947432036223,1.5546775987832469
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,14.800002750530902,16.837215618150896,13.032830793039933
1,All Population,1,Deaths,92,Spain,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,9.680872084298228,10.104759161188511,9.231110767773856
1,All Population,1,Deaths,93,Sweden,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,17.06511632910614,18.075457115389895,16.13242475305168
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,16.0692800339238,18.325039913337207,13.963889535366405
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,2.254897933776841,3.3665348177012846,1.5365840670435529
1,All Population,1,Deaths,45,Bulgaria,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,2.491866917394764,2.7153782846532297,2.269568945833164
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,11.073874392888913,13.949865349529155,8.312746409281617
1,All Population,1,Deaths,73,Western Europe,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2003,13.986965863246212,14.533826126938001,13.340360270941149
1,All Population,1,Deaths,88,Malta,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,1.691569509388044,2.1043992766395037,1.4015416374710363
1,All Population,1,Deaths,75,Austria,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,20.280881530469312,21.353496249057628,19.21596983570533
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,1.5475065570308482,1.9898514439446717,1.212152993589368
1,All Population,1,Deaths,42,Central Europe,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,6.273803943981637,6.560434004840301,6.010335810083933
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,3.363057521826593,3.6160726214940158,3.1274853533068834
1,All Population,1,Deaths,78,Denmark,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,15.979892595877011,16.890313313736943,14.9770509085579
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,19.37156043149551,20.499088329243325,18.09267417544625
1,All Population,1,Deaths,76,Belgium,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,23.10626690541803,24.345555749406024,21.847701125412215
1,All Population,1,Deaths,42,Central Europe,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2005,20.452439752103746,21.33561340448925,19.598146002883407
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,17.78058883365473,24.51404014521004,12.14133161123377
1,All Population,1,Deaths,90,Norway,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,13.613874473552865,15.116350643150625,12.239267074961488
1,All Population,1,Deaths,81,Germany,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,16.57608270686018,17.500892887030098,15.605721878982514
1,All Population,1,Deaths,45,Bulgaria,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,2.539700263386331,2.7908688551406144,2.3157603599290155
1,All Population,1,Deaths,82,Greece,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,4.9394996830209985,5.316216943337753,4.655952327575398
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,6.441601507418883,6.9737507536874,5.9638063901870675
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,3.9576680225505037,4.244118264570801,3.713358032069683
1,All Population,1,Deaths,48,Hungary,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,34.766372210551715,36.53643614663005,33.11553155655929
1,All Population,1,Deaths,50,Montenegro,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2003,21.64364818721837,25.688995187171248,17.915222217683553
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,973,Substance use disorders,3,Rate,2001,0.2510690235023401,0.39056982428509784,0.15441142027281837
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,13.28914380922387,17.337137215891726,10.066885410243385
1,All Population,1,Deaths,90,Norway,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,13.23595972063337,14.647464730469945,12.181735460547179
1,All Population,1,Deaths,51,Poland,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2003,21.546400802383967,23.56880124157786,19.90905163007953
1,All Population,1,Deaths,54,Slovakia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,3.419178766905969,4.097824656605721,2.9279102063939644
1,All Population,1,Deaths,55,Slovenia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2003,8.260339247547954,9.047718745580656,7.6098559588566825
1,All Population,1,Deaths,89,Netherlands,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,12.445774115852084,13.209475292025013,11.849381039218226
1,All Population,1,Deaths,45,Bulgaria,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,22.592414223511305,24.06068746634018,21.076324071515707
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2003,12.888649437341417,14.680845021148139,11.41913347441991
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,973,Substance use disorders,3,Rate,2002,2.2446331787953877,3.4079394460709596,1.4873191316746475
1,All Population,1,Deaths,43,Albania,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,13.692951664878613,15.590164334915418,12.125407299797462
1,All Population,1,Deaths,88,Malta,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,6.753413864617677,7.539262188129283,6.065519774943807
